Press TAB to move to input areas. Press UP or DOWN ARROW in column A to read through the document.,Energy Consumption and Greenhouse Gas Emissions Reporting - for 2018,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36
Baycrest Arena,Indoor sports arenas,160 Neptune Dr,North York,M6A 1X4,27060,Square feet,100,0,413634.96752899996,kWh,60558.314811000004,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131587.42376446861,38.911144085024326,NA,BAYCA,Indoor Sports Arena
Bayview Arena,Indoor sports arenas,3230 Bayview Ave,North York,M2M 3R7,28417,Square feet,100,0,379363.72775799996,kWh,51546.046405999994,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113096.05800733414,32.498994617192089,NA,BAYVA,Indoor Sports Arena
Central Arena,Indoor sports arenas,50 Montgomery Rd,Etobicoke,M8X 1Z4,32001,Square feet,100,0,1554326.548645,kWh,202420.73583299998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446709.7096003918,115.34757415047214,NA,CTRLA,Indoor Sports Arena
Chris Tonks Arena,Indoor sports arenas,2801 Eglinton Ave,Toronto,M6M 5B4,23638,Square feet,100,0,521643.07936700003,kWh,53723.821507000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122924.32965331283,46.06117680803802,NA,CHRIA,Indoor Sports Arena
Cummer Arena,Indoor sports arenas,6000 Leslie St,North York,M2H 1J9,34348,Square feet,100,0,1491895.4920320001,kWh,197102.80364500001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434110.04473765008,104.01380964627009,NA,CUMMA,Indoor Sports Arena
Don MilIs Arena,Indoor sports arenas,1030 Don Mills Rd,North York,M3C 1W6,27857,Square feet,100,0,532795.44640500005,kWh,64553.288661999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143943.05479451478,43.589419767939333,NA,DONMA,Indoor Sports Arena
Downsview Arena,Indoor sports arenas,1633 Wilson Ave,North York,M3L 1A5,34218,Square feet,100,0,672507.91622600006,kWh,64862.449111000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150118.8626007156,39.664715862387958,NA,DOWNA,Indoor Sports Arena
East York Arena,Indoor sports arenas,888 Cosburn Ave,Toronto,M4C 2W6,30257,Square feet,100,0,864049.55177499994,kWh,72997.174171999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173233.98387380669,54.026041029344739,NA,EASTA,Indoor Sports Arena
Etobicoke Centennial Arena,Indoor sports arenas,56 Centennial Pk Rd,Etobicoke,M9C 5N3,72050,Square feet,100,0,1481887.1260159998,kWh,61126.024944999997,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175395.98336840706,29.523738255271429,NA,ETCEA,Indoor Sports Arena
Fenside Arena,Indoor sports arenas,30 Slidell Cres,North York,M3A 2C4,26307,Square feet,100,0,384340.25495600002,kWh,51410.954550000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113038.4864473295,35.240595555992272,NA,FENSA,Indoor Sports Arena
Flemingdon Arena,Indoor sports arenas,165 Grenoble Dr.,North York,M3C 3E7,25640,Square feet,100,0,440580.47077799996,kWh,25467.363635999998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66003.314856792829,27.669065768713939,NA,FLEMA,Indoor Sports Arena
Forest Hill Memorial Arena,Indoor sports arenas,340 Chaplin Cres,Toronto,M5N 2N3,40666,Square feet,100,0,1168520.2256,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46740.809024000002,28.734694694198431,NA,FOREA,Indoor Sports Arena
George Bell Arena,Indoor sports arenas,215 Ryding Av,Toronto,M6N 3V4,41786,Square feet,100,0,698892.7733329999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27955.710933319995,16.725594347059353,NA,GEORA,Indoor Sports Arena
Habitant Arena,Indoor sports arenas,3383 Weston Rd,North York,M9M 2V9,26307,Square feet,100,0,355181.48484800005,kWh,60105.997107999996,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128390.02104001652,37.621425046690341,NA,HABIA,Indoor Sports Arena
Herbert Carnegie Centennial Arena,Indoor sports arenas,580 Finch Ave. W,North York,M2R 1N7,42270,Square feet,100,0,852791.9952580001,kWh,137210.7775,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294769.62171929504,54.442752486992873,NA,NYCEA,Indoor Sports Arena
Lambton Park Arena,Indoor sports arenas,4100 Dundas St W,Toronto,M6S 2T7,24854,Square feet,100,0,498311.870765,kWh,23495.847905000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64567.302137249455,30.029520082127551,NA,LAMBA,Indoor Sports Arena
Long Branch Arena,Indoor sports arenas,75 Arcadian Crcl,Etobicoke,M8W 2Z5,25629,Square feet,100,0,398481.63333300001,kWh,40318.323779999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92531.5818349482,32.155514341070713,NA,LONGA,Indoor Sports Arena
Mimico Arena,Indoor sports arenas,31 Drummond St,Etobicoke,M8V 1Y7,35607,Square feet,100,0,505880.32276499999,kWh,41157.969631,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98422.596238914382,26.409884113251945,NA,MIMIA,Indoor Sports Arena
Mitchell Field Arena,Indoor sports arenas,89 Church Ave,North York,M2N 6C9,30182,Square feet,100,0,897078.87502899999,kWh,64406.583107000006,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158235.69686369685,52.249906546113088,NA,MITCA,Indoor Sports Arena
Moss Park Arena,Indoor sports arenas,140 Sherbourne St,Toronto,M5A 2R6,22335,Square feet,100,0,895681.27845699992,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35827.25113828,40.102306266502211,NA,MOSSA,Indoor Sports Arena
Phil White Arena,Indoor sports arenas,443 Arlington Ave,Toronto,M6C 3A4,25941,Square feet,100,0,881721.63971300004,kWh,21879.075854999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76832.327199504958,42.893381270067167,NA,CEDAA,Indoor Sports Arena
Pine Point Arena,Indoor sports arenas,15 Grierson Rd,Etobicoke,M9W 3R2,32001,Square feet,100,0,454190.87142899999,kWh,29735.567052999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74655.994232073572,24.002489031537124,NA,PINEA,Indoor Sports Arena
Scarborough Arena Gardens,Indoor sports arenas,75 Birchmount Rd,Scarborough,M1N 3J7,38320,Square feet,100,0,682087.89356999996,kWh,56054.051249999997,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133768.83636191252,33.242151050584965,NA,SCARA,Indoor Sports Arena
Victoria Village Arena,Indoor sports arenas,190 Bermondsey Ave.,North York,M4A 1Y1,33637,Square feet,100,0,733110.55121199996,kWh,70960.713212000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164127.77933018428,44.065403339897266,NA,VICTA,Indoor Sports Arena
York Mills Arena,Indoor sports arenas,2539 Bayview Ave,North York,M2L 1B1,23573,Square feet,100,0,518489.96603200003,kWh,34956.328631000004,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87145.786578304396,37.649738187309367,NA,YORKA,Indoor Sports Arena
Albion Comm Ctr & Pool,Indoor swimming pools,1485 Albion Rd,Etobicoke,M9V 1B2,20688,Square feet,100,0,411530.80620300001,kWh,160699.95107100002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321741.32229818805,101.89488620343309,NA,ALBIC,Indoor Swimming Pool
Douglas Snow Aquatic Center,Indoor swimming pools,5100 Yonge St,North York,M2N 5V7,40666,Square feet,100,0,738764.74903299997,kWh,185671.85077200001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382269.5481543807,66.366467416592982,NA,DSAC,Indoor Swimming Pool
Gus Ryder Pool and Health Club,Indoor swimming pools,1 Faustina Dr,Etobicoke,M8V 3L9,21097,Square feet,100,0,776641.43833299994,kWh,130144.144483,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278299.1873662303,101.93599135110685,NA,GUSR,Indoor Swimming Pool
Harrison Pool,Indoor swimming pools,15 Stephanie St,Toronto,M5T 1B1,15263,Square feet,100,0,238237.29905499998,kWh,97616.189656000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194969.99128980667,83.125716129752718,NA,HARRC,Indoor Swimming Pool
John Innes Community Recreation Centre,Indoor swimming pools,150 Sherbourne St,Toronto,M5A 2R6,28055,Square feet,100,0,93199.508499999996,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3727.9803400000001,3.3220423037349991,NA,JIP,Indoor Swimming Pool
Norseman Community School and Pool,Indoor swimming pools,105 Norseman St,Etobicoke,M8Z 2R1,19052,Square feet,100,0,368529.748441,kWh,94024.753666999997,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193359.07423130324,71.442731099881385,NA,NMP,Indoor Swimming Pool
S.H Armstrong R.C,Indoor swimming pools,56 Woodfield Rd,Toronto,M4L 2W6,18277,Square feet,100,0,221590.441379,kWh,27933.268736000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61928.168940251846,28.258239489583595,NA,SHARC,Indoor Swimming Pool
The Elms Pool and Community School,Indoor swimming pools,45 Golfdown Dr,Etobicoke,M9W 2H8,13885,Square feet,100,0,451451.49918899999,kWh,77668.275152000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165603.7055910629,91.564838858091079,NA,TEP,Indoor Swimming Pool
Wallace-Emerson C.C,Indoor swimming pools,1260 Dufferin St,Toronto,M6H 4C3,51882,Square feet,100,0,990708.487968,kWh,121635.798824,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270698.65018668456,43.845478011896844,NA,WALLC,Indoor Swimming Pool
Dee Avenue Lab,Other,30 Dee Ave.,Toronto,M9N 1S9,14994,Square feet,70,0,1243577.9640649999,kWh,55589.578008000004,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155346.08400861753,122.07738504289834,NA,DAL,Laboratory
Beare Road Landfill,Other,8132 Finch Ave E,Scarborough,M1B 5W3,5942,Square feet,70,0,149547.38938800001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5981.8955755200004,25.167959020889004,NA,BRL,Landfill Operations
Brock West Landfill,Other,2357 Meriadoc Dr,Pickering,L1X 2T1,10764,Square feet,70,0,190700.82741999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7628.0330967999998,17.716612969786407,NA,BWL,Landfill Operations
Donlands Landfill,Other,485 Donlands Ave,Thornhill,L3T 4K6,603,Square feet,70,0,39210.448149999997,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1568.4179259999999,65.025889762632318,NA,DL,Landfill Operations
Keele Valley Landfill,Other,200 McNaughton Rd,Maple,L6A 4E2,10764,Square feet,70,0,2663916.5124229998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106556.66049692,247.48491379367658,NA,KVL,Landfill Operations
1 STRATHMORE BLVD,Other,1 Strathmore Blvd,Toronto,M4J 1P1,2383,Square feet,168,0,2400.257822,kWh,2338.8216419999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4539.0463979709803,11.368283039234012,NA,1STRATHMORE,Leasing
100 Rosedale Valley,Other,100 Rosedale Valley Rd,Toronto,M4W 1P7,2691,Square feet,100,0,6591.4149029999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.65659612000002,2.4494397499921079,NA,100RDV,Leasing
111 KING ST E,Other,111 KING ST E,0,M5V 3C16,8775,Square feet,70,0,19245.053333,kWh,334.66666800000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1405.5650558529201,2.5957977429289798,NA,111KINGE,Leasing
113 Spadina Rd,Other,113 Spadina Rd,Toronto,M5R 2T8,2982,Square feet,100,0,38009.999587999999,kWh,186.8,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1875.2620755200001,13.407833161245099,NA,113SPAD,Leasing
134 Spadina Rd,Other,134 Spadina Rd,Toronto,M5V 2L4,3369,Square feet,100,0,18481.820206,kWh,9388.3824509999995,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18574.28906658019,34.904329102843498,NA,134SPA,Leasing
136 Spadina Rd,Other,136 Spadina Rd,Toronto,M5V 2L4,2626,Square feet,100,0,5283.2093029999996,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.32837211999998,2.0118931136222757,NA,136SPA,Leasing
161 Spadina Rd,Other,161 Spadina Rd,Toronto,M5R 2T8,3651,Square feet,100,0,3100.9391180000002,kWh,13134.23875,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25075.019575707505,38.826568204269456,NA,161SPAD,Leasing
17MILL,Other,17 MILL,North York,M2P 1B3,2000,Square feet,100,0,2937.4293339999999,kWh,2648.2510969999998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5148.3532998199298,15.447180504336066,NA,17MILL,Leasing
1845 Kingston Rd,Other,1845 Kingston Rd,Scarborough,M1N 1G8,2400,Square feet,100,0,298.762382,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.95049528,0.12448484451802432,NA,1845KING,Leasing
205 Spadina Rd,Other,205 Spadina Rd,0,M5V 3C40,3247,Square feet,168,0,9166.8786629999995,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366.67514652,2.8231958294819104,NA,205SPDA,Leasing
235 DANFORTH,Other,235 DANFORTH,Scarborough,M1L 3X2,18444,Square feet,100,0,61447.727896999997,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2457.9091158799997,3.3315974804380595,NA,235DANFORTH,Leasing
2930 ISLINGTON AVE,Other,2930 ISLINGTON AVE,0,M5V 3C25,750,Square feet,168,0,6969.4129090000006,kWh,1292.7647059999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2734.6287007011401,27.489110873336767,NA,2930ISLING,Leasing
3 STRATHMORE BLVD,Other,3 Strathmore Blvd,Toronto,M4J 1P1,1328,Square feet,168,0,1442.2407639999999,kWh,2480.9394299999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4770.7054563367001,20.807905952589294,NA,3STRATHMORE,Leasing
302 Horner Ave,Other,302 Horner Ave,Etobicoke,M8W 1Z3,5000,Square feet,168,0,1936.3361489999998,kWh,3823.333333,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7340.6015453267701,8.4596621362082516,NA,302HORN,Leasing
388 EVANS AVE,Other,388 EVANS AVE,Etobicoke,M8Z 1K6,7500,Square feet,168,0,6368.5959999999995,kWh,10777.771333999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20729.16826548646,16.019578448328499,NA,388 EVANS,Leasing
40 Russell Hill Rd,Other,40 Russell Hill Rd - ngas,Toronto,M4V 2T2,3735,Square feet,100,0,11819.466677,kWh,5776.8615520000003,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11447.024788798881,19.492473221096425,NA,40RUSS,Leasing
43 Edwin Ave,Other,43 Edwin Ave,Toronto,M6P 3Z5,1074,Square feet,168,0,552.15149400000007,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.086059760000005,0.51410967842758393,NA,43EDWIN,Leasing
50 Wabash,Other,50 Wabash,Toronto,M6R 1N2,2992,Square feet,100,0,15631.037531000002,kWh,4356.8420070000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8901.8906935178311,20.596652989372433,NA,50WABA,Leasing
567 ARLINGTON,Other,567 ARLINGTON,Toronto,M6S 3A6,1066,Square feet,100,0,22.578534000000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90314136000000012,2.1180701760999062E-2,NA,567ARLINGTON,Leasing
73 Spadina,Other,73 Spadina Rd,Toronto,M5R 2T1,2548,Square feet,168,0,2122.1076749999997,kWh,4572.1566670000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8770.5646057332306,19.775989876123734,NA,73SPAD,Leasing
Spadina Rd 35,Other,35 Spadina Rd,Toronto,M5R 2S9,3552,Square feet,100,0,16946.751511999999,kWh,2785.6077500000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5969.6612470774999,13.050050993470144,NA,SR35,Leasing
Bendale Acres,Long-term care,2920 Lawrence Ave.E.,Scarborough,M1P 2T8,210327,Square feet,168,0,3381318.5683229999,kWh,546594.82624199998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1173613.4681965848,43.51127762191436,NA,BA,Long Term Care Homes
Carefree Lodge,Long-term care,306 Finch Ave.E.,North York,M2N 4S5,67490,Square feet,168,0,1251597.4150640001,kWh,106014.08,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251457.78423776003,35.127671590000631,NA,CFL,Long Term Care Homes
Castleview Wychwood Towers,Long-term care,351 Christie St,Toronto,M6G 3C3,294447,Square feet,168,0,5730762.3106640009,kWh,233177.19199999998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,672194.87229703995,27.822932619213681,NA,CWT,Long Term Care Homes
Cummer Lodge,Long-term care,205 Cummer Ave,North York,M2M 2E8,243200,Square feet,168,0,4564828.7019220004,kWh,634985.80253400002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1388869.3272926945,46.333194137542435,NA,CLOD,Long Term Care Homes
Fudger House,Long-term care,439 Sherbourne St,Toronto,M4X 1K6,118995,Square feet,168,0,1898266.7824200001,kWh,343118.15637100005,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727748.80177322519,46.392592950846776,NA,FHSE,Long Term Care Homes
Kipling Acres,Long-term care,2233 Kipling Ave,Etobicoke,M9W 4L3,184590,Square feet,168,0,4345092.5560650006,kWh,538124.46174199996,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1196073.3609692599,54.314724462175676,NA,KA,Long Term Care Homes
Lakeshore Lodge,Long-term care,3197 Lakeshore Blvd,Etobicoke,M8V 4B7,88964,Square feet,168,0,1571162.3916450001,kWh,198486.00866599998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439908.38146851351,41.213701164986603,NA,LL,Long Term Care Homes
Seven Oaks,Long-term care,9 Neilson Rd.,Scarborough,M1E 5E1,133311,Square feet,168,0,2586009.431258,kWh,418057.72943499999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,897620.46528069524,52.503921654277953,NA,SO,Long Term Care Homes
True Davidson Acres,Long-term care,200 Dawes Rd,Toronto,M4C 5M8,130082,Square feet,168,0,2546705.0053929999,kWh,390976.96044600004,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,844603.22220538184,51.307335807635404,NA,TDA,Long Term Care Homes
Wesburn Manor,Long-term care,400 The West Mall,Etobicoke,M9C 5S1,150867,Square feet,168,0,2033886.184989,kWh,400653.80709700001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,842473.47820365999,41.516673167598604,NA,WBM,Long Term Care Homes
10 Daventry Rd,Other,10 Daventry Rd,Scarborough,M1H 1X9,1,Square feet,100,0,202.97134199999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1188536799999991,202.972187713925,NA,10DAVE,Outdoor Recreational Facilities
111 St Andrews Rd,Other,111 St Andrews Road,Scarborough,M1P 4C6,1,Square feet,100,0,220.73545999999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8294183999999998,220.73637973108333,NA,111STA,Outdoor Recreational Facilities
119 Annette Park Lighting,Other,119 Annette St,Toronto,M6P 1N8,3,Square feet,100,0,897.10326599999996,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.884130640000002,299.0356679767583,NA,119ANN,Outdoor Recreational Facilities
1231 Queen St W,Other,1231 Queen St W,Toronto,M6K 1L5,2,Square feet,100,0,2130.5654300000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.222617200000002,1065.2871536779792,NA,1231QU,Outdoor Recreational Facilities
139 Marcos Blvd,Other,139 Marcos Blvd,Scarborough,M1P 2S2,1,Square feet,100,0,202.181577,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0872630799999996,202.18241942323752,NA,139MARC,Outdoor Recreational Facilities
144 Balsam Ave,Other,144 Balsam Ave,Toronto,M4E 3C1,1,Square feet,168,0,3230.5403499999998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.22161399999999,3230.5538105847913,NA,144BAL,Outdoor Recreational Facilities
170 Sumach Park,Other,170 Sumach St,Toronto,M5A 0C3,1,Square feet,100,0,3696.076548,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.84306192,3696.09194831895,NA,170SUMACH,Outdoor Recreational Facilities
18 Applebaum,Other,18 Applebaum Terrace,North York,M3J 0E7,1,Square feet,100,0,2695.519906,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.82079624000001,2695.5311373329414,NA,18APPLE,Outdoor Recreational Facilities
180 Roxborough,Other,180 Roxborough,Toronto,M4W 1X8,1,Square feet,100,0,1091.568027,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.662721080000004,1091.5725752001126,NA,180ROXBOROUH,Outdoor Recreational Facilities
200 Mount Olive Dr,Other,200 Mount Olive Dr,Etobicoke,M9V 3Z5,1,Square feet,100,0,6785.9000020000003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.43600008000004,6785.9282765833414,NA,200MOU,Outdoor Recreational Facilities
266 Besborough,Other,266 Besborough Dr,East York,M4G 2E3,1,Square feet,100,0,52.908000000000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11632,52.908220450000002,NA,266BES,Outdoor Recreational Facilities
295 Unwin Ave,Other,295 Unwin Ave,Toronto,M5A 1A3,1,Square feet,100,0,16170.250953999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,646.81003815999998,16170.31833004564,NA,295UNWIN,Outdoor Recreational Facilities
3001 McCowan Rd,Other,3001 McCowan Rd,Scarborough,M1V 1B2,1,Square feet,100,0,214.56176200000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5824704800000013,214.5626560073417,NA,3001MCCOW,Outdoor Recreational Facilities
