Press TAB to move to input areas. Press UP or DOWN ARROW in column A to read through the document.,Energy Consumption and Greenhouse Gas Emissions Reporting - for 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Confirm consecutive 12-mth period (mth-yr to mth-yr),Jan/2016 - Dec/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sector,Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agency Sub-sector,Municipal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organization Name,City of Toronto,"Please fill in the mandatory fields indicated in red, in addition to submitting data on your energy usage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operation Name,Operation Type,Address,City,Postal Code,Total Floor Area,Unit,Avg hrs/wk,Annual Flow (Mega Litres),Energy Type and Amount Purchased and Consumed in Natural Units,,,,,,,,,,,,,,,,,,,,,,Total (calculated in webform),,,,
,,,,,,,,,Electricity,,Natural Gas,,Fuel Oil 1 & 2,,Fuel Oil 4 & 6,,Propane,,Coal,,Wood,,District Heating,,,,District Cooling,,,,"GHG Emissions
(Kg)","Energy Intensity
(ekWh/sqft)","Energy Intensity
(ekWh/Mega Litre)",Building / Operation Identifier,Comments
,,,,,,,,,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Renewable?,"If Yes, enter Emission Factor",Quantity,Unit,Renewable?,"If Yes, enter Emission Factor",,,,,
Ingram Drive Transfer Station,Other,50 Ingram Dr,Toronto,M6M 2L6,112268,Square feet,70,0,1489876.44,kWh,56283.21019,Cubic meter,,,,,,,,,,,,,,,,,,,"171,930",18.6,,IDTS,Transfer Stations
Ingram Works Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",86 Ingram Dr,Toronto,M6M 2L6,23907,Square feet,70,0,356155.0804,kWh,47422.12903,Cubic meter,,,,,,,,,,,,,,,,,,,"105,299",35.8,,INGRY,Storage Facilities
Intelligence Bureau,Police stations and associated offices and facilities,30 Upjohn St,Toronto,M3B 1Y2,70547,Square feet,168,0,1639956.891,kWh,73851.86936,Cubic meter,,,,,,,,,,,,,,,,,,,"211,738",34.3,,IB,Police Stations
Iroquois Fieldhouse,Other,295 Chartland Blvd,Toronto,M1P 4N7,0,Square feet,100,0,5791.200368,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,255,,,IFH,Outdoor Recreational Facilities
Island Filtration Plant,Facilities related to the treatment of water,446 Lakeshore Ave,Toronto,M5J 2W2,64196,Square feet,168,94598.16,8691249.398,kWh,41771.50278,Cubic meter,,,,,,,,,,,,,,,,,,,"461,363",142.3,96.5,IFP,Water Treatment Facilities
Island Rd Sewage Pumping Station,Facilities related to the pumping of sewage,246 Island Rd,Toronto,M1C 2R2,0,Square feet,168,33.32261035,18515.76036,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,815,,555.7,246ISL,Sewage Pumping Facilities
Islington Senior Centre,Indoor recreational facilities,4968 Dundas St W,Toronto,M9A 1B7,9967,Square feet,100,0,107129.2373,kWh,7314.265714,Cubic meter,,,,,,,,,,,,,,,,,,,"18,538",18.5,,ISLIC,Indoor Recreational Facilities
Islington Storm Pumping Station,Other,1276 Islington Ave,Etobicoke,M9A 3J9,450,Square feet,168,24.01056557,34515.8896,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,519",76.7,"1,437.5",1270IS,Storm Pumping Facilities
Ivan Forrest Gardens,Other,131 Glen Manor Dr,Toronto,M4E 2X6,0,Square feet,100,0,90.533145,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,4,,,IFGD,Outdoor Recreational Facilities
Jack Goodlad Park,Other,929 Kennedy Rd,Toronto,M1K 2E8,2271,Square feet,100,0,74453.55478,kWh,2645.954978,Cubic meter,,,,,,,,,,,,,,,,,,,"8,277",45.1,,JGLP,Outdoor Recreational Facilities
James Gardens,Other,61a Edgehill Rd,Toronto,M9A 4N1,2411,Square feet,100,0,56207.12612,kWh,5871.594383,Cubic meter,,,,,,,,,,,,,,,,,,,"13,570",49.0,,JGC,Outdoor Recreational Facilities
Jane & Dundas,Public libraries,620 Jane St,Toronto,M6S 4A6,11603,Square feet,70,0,149456.4034,kWh,10281.97849,Cubic meter,,,,,,,,,,,,,,,,,,,"26,009",22.2,,JD,Public Libraries
Jane Sheppard,Public libraries,1906 Sheppard Ave W,Toronto,M3L 1Y7,6997,Square feet,70,0,147090.6098,kWh,5939.570533,Cubic meter,,,,,,,,,,,0,0,  ,,,,,  ,"17,698",30.0,,JS,Public Libraries
Jean Augustine Park,Other,2113 Lake Shore Blvd W,Toronto,M8V 4E8,0,Square feet,100,0,6929.696376,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,305,,,2113LA,Outdoor Recreational Facilities
Jean Sibelius Square,Other,50 Kendal Ave,Toronto,M5R 2Z5,183,Square feet,100,0,10735.63618,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,472,58.7,,BWAP,Outdoor Recreational Facilities
Jeff Healey Park,Other,1 Delroy Dr,Toronto,M8Y 1M7,0,Square feet,100,0,2931.006376,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,129,,,1DELRO,Outdoor Recreational Facilities
Jenner Jean-Marie C.C.,Community centres,48 Thorncliffe Park Dr,Toronto,M4K 1V5,13207,Square feet,100,0,129119.51,kWh,29301.90157,Cubic meter,,,,,,,,,,,,,,,,,,,"61,062",33.2,,JENNC,Community Centres
Jesse Ketchum Childcare Centre,Other,7 Berryman St,Toronto,M5R 1M7,11550,Square feet,100,0,24857.6433,kWh,25805.51133,Cubic meter,,,,,,,,,,,,,,,,,,,"49,866",25.7,,JKCC,Child Care Facilities
Jimmie Simpson R.C,Indoor recreational facilities,870 Queen St E,Toronto,M4M 3G9,43906,Square feet,100,0,1053048.683,kWh,182559.3658,Cubic meter,,,,,,,,,,,,,,,,,,,"391,371",67.9,,JIMMC,Indoor Recreational Facilities
Joel Weeks Park - Storage Bldg,"Storage facilities where equipment or vehicles are maintained, repaired or stored",10 Thompson St,Toronto,M4M 1L8,183,Square feet,70,0,11825.59025,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,520,64.6,,JWPSB,Storage Facilities
John Booth Arena & R.C,Indoor recreational facilities,230 Gosford Blvd,Toronto,M3N 2H1,27007,Square feet,100,0,482582.9816,kWh,42225.61734,Cubic meter,,,,,,,,,,,,,,,,,,,"101,040",34.4,,JOHNA,Indoor Recreational Facilities
John Innes C.C,Community centres,150 Sherbourne St,Toronto,M5A 2R6,24176,Square feet,100,0,453420.1186,kWh,69660.02954,Cubic meter,,,,,,,,,,,,,,,,,,,"151,608",49.2,,JOHNC,Community Centres
John Innes Community Recreation Centre,Indoor swimming pools,150 Sherbourne St,Toronto,M5A 2R6,28055,Square feet,100,0,99361.7684,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"4,372",3.5,,JIP,Indoor Swimming Pool
John Street Pumping Station,Facilities related to the pumping of water,28 John St,Toronto,M5V 3J2,112773,Square feet,168,100754.44,43888778.16,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,931,106",389.2,435.6,JSPS,Water Pumping Facilities
John Tabor Park,Other,240 John Tabor Trail,Toronto,M1B 2R6,0,Square feet,100,0,3220.327576,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,142,,,JOHN,Outdoor Recreational Facilities
Jonathan Ashbridge Park,Other,1515 Queen St E,Toronto,M4L 2Y5,0,Square feet,100,0,9139.178271,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,402,,,JAP,Outdoor Recreational Facilities
Jones,Public libraries,118 Jones Ave.,Toronto,M4M 2Z9,3638,Square feet,70,0,58217.17016,kWh,10434.10368,Cubic meter,,,,,,,,,,,,,,,,,,,"22,282",46.3,,JO,Public Libraries
Joseph Bannon Park,Other,65 Mary Chapman Blvd,Toronto,M9C 2Y2,0,Square feet,100,0,73409.38141,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"3,230",,,JBP,Outdoor Recreational Facilities
Joseph J. Piccininni R.C,Indoor recreational facilities,1369 St Clair Ave W,Toronto,M6E 1C5,70030,Square feet,100,0,851121.681,kWh,144738.9585,Cubic meter,,,,,,,,,,,,,,,,,,,"311,006",34.0,,JOSEC,Indoor Recreational Facilities
Joseph Sheard Parkette,Other,17 Granby St,Toronto,M5B 2J5,0,Square feet,100,0,913.915574,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,40,,,JSSP,Outdoor Recreational Facilities
June Callwood Park,Other,636 Fleet St,Toronto,M5V 4A2,0,Square feet,100,0,11191.82573,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,492,,,JUNECP,Outdoor Recreational Facilities
Kbs-Post S East  Parking Lot,Parking garages,174 Beecroft Rd,Toronto,M2N 1W7,0,Square feet,168,0,0,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,704",,,BR174,Parking Lots and Garages
Keele C.C,Community centres,181 Glenlake Ave,Toronto,M6P 4B6,10000,Square feet,100,0,9447.096035,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,416,0.9,,KEELC,Community Centres
Keele Pumping Station,Facilities related to the pumping of water,4995 Keele St,Toronto,M3J 2N8,2745,Square feet,168,38457.808,6838837.903,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"300,909","2,491.4",177.8,KPS,Water Pumping Facilities
Keele Valley Landfill,Other,200 McNaughton Rd,Vaughan,L6A 4E2,10764,Square feet,70,0,1334258.058,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"58,707",124.0,,KVL,Landfill Operations
Keelesdale Park,Other,2801 Eglinton Ave W,Toronto,M6M 5B4,0,Square feet,100,0,148066.6655,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"6,515",,,KLDP,Outdoor Recreational Facilities
Kenaston Gardens,Other,12 Kenaston Gardens,North York,M2K 1G8,0,Square feet,100,0,5477.124633,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,241,,,KENGDNS,Outdoor Recreational Facilities
Kennedy Eglinton,Public libraries,2380 Eglinton Ave E,Toronto,M1K 2P3,7653,Square feet,70,0,120050.6257,kWh,616.088235,Cubic meter,,,,,,,,,,,,,,,,,,,"6,447",16.5,,KE,Public Libraries
Kennedy Park Sewage Pumping Station,Facilities related to the pumping of sewage,15 Birchview Cr,Toronto,M6P 3H9,151,Square feet,168,119.0484,15310.39064,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,674,101.4,128.6,BVPS,Sewage Pumping Facilities
Kennedy Pumping Station,Facilities related to the pumping of water,148 Purcell Square,Toronto,M1V 3C3,5360,Square feet,168,33700.523,3869647.013,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"170,264",722.0,114.8,KNPS,Water Pumping Facilities
Kew Gardens Outdoor Rink,Other,28-56 Lee Av,Toronto,M4E 2N9,797,Square feet,100,0,283936.1008,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"12,493",356.3,,KGODR,Outdoor Recreational Facilities
Kew Gardens Park,Other,70 Kew Beach Av,Toronto,M4L 3R3,18406,Square feet,100,0,269520.2004,kWh,11743.91221,Cubic meter,,,,,,,,,,,,,,,  ,0,  ,  ,"34,055",21.4,,KGP,Outdoor Recreational Facilities
King St Garage,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1116 King St W,Toronto,M6K 1E9,83485,Square feet,70,0,478316.0121,kWh,158231.1882,Cubic meter,,,,,,,,,,,,,,,,,,,"320,103",25.7,,KSG,Storage Facilities
Kingston Rd Sewage Pumping Station,Facilities related to the pumping of sewage,3241 Kingston Rd,Toronto,M1M 1P7,0,Square feet,168,83.96784,139291.6785,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"6,129",,"1,658.9",3241KI,Sewage Pumping Facilities
Kipling Acres,Long-term care,2233 Kipling Ave,Toronto,M9W 4L3,184590,Square feet,168,0,3199538.944,kWh,461905.7355,Cubic meter,,,,,,,,,,,,,,,,,,,"1,013,782",43.7,,KA,Long Term Care Homes
Kipling Maintenance Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",441 Kipling Ave,Toronto,M8Z 5E7,27373,Square feet,70,0,195819.332,kWh,40526.34725,Cubic meter,,,,,,,,,,,,,,,,,,,"85,211",22.8,,KIPMY,Storage Facilities
Kipling Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",435 Kipling Ave,Toronto,M8Z 5E7,11001,Square feet,70,0,454731.3889,kWh,40146.09647,Cubic meter,,,,,,,,,,,,,,,,,,,"95,884",79.9,,KY,Storage Facilities
Kirkwood Park T.C,Other,25 Kirkwood Rd,Toronto,M2L 2X7,0,Square feet,100,0,14385.08557,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,633,,,KWPT,Outdoor Recreational Facilities
Kiwanis Pool Change Rooms,Other,375 Cedarvale Avenue,Toronto,M4C 4K7,2939,Square feet,100,0,183212.179,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"8,061",62.3,,KWCR,Outdoor Recreational Facilities
Knob Hill Park-ODP,Other,25 Seminole Ave,Toronto,M1J 1M8,3255,Square feet,100,0,16860.09333,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,742,5.2,,KNOB,Outdoor Recreational Facilities
La Rose Park,Other,65 La Rose Ave,Toronto,M9P 1B1,0,Square feet,100,0,2013.536314,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,89,,,LAROSE,Outdoor Recreational Facilities
Lake Front Boat Hse,Other,390 Lake Front Boat/Hse,Toronto,M4E 1A7,0,Square feet,100,0,14847.33682,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,653,,,LFBH,Outdoor Recreational Facilities
Lakeshore Assembly Hall,Cultural facilities,1 Colonel Samuel Smith Park Dr,Toronto,M8V 4B6,14596,Square feet,100,0,284264.9723,kWh,33608.60242,Cubic meter,,,,,,,,,,,,,,,,,,,"76,028",43.8,,LSAH,Cultural Facilities
Lakeshore Community Ctr,Community centres,2445 Lakeshore Blvd W,Toronto,M8V 3B5,5952,Square feet,100,0,120311.1166,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"5,294",20.2,,LAKEC,Community Centres
Lakeshore Lodge,Long-term care,3197 Lakeshore Blvd,Toronto,M8V 4B7,88964,Square feet,168,0,1636031.943,kWh,174414.8839,Cubic meter,,,,,,,,,,,,,,,,,,,"401,630",39.1,,LL,Long Term Care Homes
Lambton Kingsway Pool/Rink,Other,37 Marquis Ave,Toronto,M8X 1V3,1076,Square feet,100,0,246670.7693,kWh,7480,Cubic meter,,,,,,,,,,,,,,,,,,,"24,991",302.6,,LBP,Outdoor Recreational Facilities
Lambton Park Arena,Indoor sports arenas,4100 Dundas St W,Toronto,M6S 2T7,24854,Square feet,100,0,464322.7003,kWh,32734.12833,Cubic meter,,,,,,,,,,,,,,,,,,,"82,298",32.6,,LAMBA,Indoor Sports Arena
L'Amoreaux C.C,Indoor recreational facilities,2000 McNicoll Ave,Toronto,M1V 5E9,25995,Square feet,100,0,451154.1905,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"19,851",17.4,,LAMOC,Indoor Recreational Facilities
L'Amoreaux Park Yard,Indoor recreational facilities,3079 Birchmount Rd,Toronto,M1W 2S4,1690,Square feet,100,0,51676.49836,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,274",30.6,,LAMSP,Indoor Recreational Facilities
L'Amoreaux Sports Centre,Indoor recreational facilities,100 Silver Springs Blvd,Toronto,M1W 1W1,24779,Square feet,100,0,0,0,3266.420929,Cubic meter,,,,,,,,,,,,,,,,,,,"6,174",1.4,,LASC,Indoor Recreational Facilities
L'Amoreaux Tennis Club,Indoor recreational facilities,200 Silver Springs Blvd,Toronto,M1V 1M7,31474,Square feet,100,0,1206671.156,kWh,105311.0604,Cubic meter,,,,,,,,,,,,,,,,,,,"252,131",73.7,,LATC,Indoor Recreational Facilities
L'Amoreux Fieldhouse,Other,3061 Birchmount,Toronto,M1W 3W3,0,Square feet,100,0,14563.56428,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,641,,,LAFH,Outdoor Recreational Facilities
Lamp Senior Centre,Community centres,185 Fifth St,Toronto,M8V 2Z5,26318,Square feet,100,0,451243.5275,kWh,41516.13545,Cubic meter,,,,,,,,,,,,,,,,,,,"98,320",33.8,,LAMPC,Community Centres
Langford Parkette,Other,11 Woodycrest Ave,Toronto,M4J 3A5,0,Square feet,100,0,913.914992,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,40,,,LFP,Outdoor Recreational Facilities
Lanyard Park - Flood Lights,Other,142 Lanyard Rd,Toronto,M9C 2Y2,0,Square feet,100,0,20250.8265,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,891,,,LYFL,Outdoor Recreational Facilities
Laura Park - Lights,Other,12 Laura Rd,Toronto,M3N 1Z6,0,Square feet,100,0,5856.046467,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,258,,,LPL,Outdoor Recreational Facilities
Lawren Harris Square,Other,150 Bayview Avenue,Toronto,M5A 1H7,0,Square feet,100,0,17601.2238,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,774,,,LAWHAR,Outdoor Recreational Facilities
Lawrence Heights C.C.,Community centres,9 Replin Rd,Toronto,M6A 2M8,22152,Square feet,100,0,216730.2263,kWh,27158.81083,Cubic meter,,,,,,,,,,,,,,,,,,,"60,866",22.7,,LAWRC,Community Centres
Lawrence Pumping Station,Facilities related to the pumping of water,1150 Lawrence Ave.W.,Toronto,M6L 1A3,15629,Square feet,168,18041.49,3877585.886,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"170,614",248.1,214.9,LPS,Water Pumping Facilities
Leaside,Public libraries,165 McRae Dr.,Toronto,M4G 1S8,11991,Square feet,70,0,207703.979,kWh,29005.61683,Cubic meter,,,,,,,,,,,,,,,,,,,"63,960",42.9,,LEA,Public Libraries
Leaside Gardens,Indoor sports arenas,1073 Millwood Avenue,Toronto,M4G 1X6,25586,Square feet,100,0,2115682.395,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"93,090",82.7,,LEASA,Indoor Sports Arena
Leaside Gardens Curling Club,Indoor recreational facilities,1073A Millwood Ave,Toronto,M4G 1X6,27814,Square feet,100,0,0,0,10630.52538,Cubic meter,,,,,,,,,,,,,,,,,,,"20,092",4.0,,LEACH,Indoor Recreational Facilities
Leaside Lawn Bowling Club,Other,645 Eglinton Ave E,Toronto,M4G 2K3,2207,Square feet,100,0,9758.975929,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,429,4.4,,LSLB,Outdoor Recreational Facilities
Leaside Park Pool,Other,5 Leaside Park Dr,Toronto,M4H 1R1,5662,Square feet,100,0,91404.38497,kWh,19713.33492,Cubic meter,,,,,,,,,,,,,,,,,,,"41,280",52.9,,LSPP,Outdoor Recreational Facilities
Ledbury Community Center,Community centres,160 Ledbury St.,Toronto,M5M 4L9,5780,Square feet,100,0,189484.5038,kWh,18795.18811,Cubic meter,,,,,,,,,,,,,,,,,,,"43,860",67.1,,LEDBR,Community Centres
Leonard Linton Park,Other,135 Vanderhoof,Toronto,M4G 1P2,0,Square feet,100,0,3625.326104,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,160,,,135VAN,Outdoor Recreational Facilities
Leslie Grove Park,Community centres,1158 Queen St E,Toronto,M1P 4N7,1389,Square feet,100,0,20345.77096,kWh,2652.911765,Cubic meter,,,,,,,,,,,,,,,,,,,"5,909",34.8,,LGP,Community Centres
Lessard Park,Other,58 Humberview Rd,Toronto,M6S 1W6,0,Square feet,100,0,1332.633714,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,59,,,58HV,Outdoor Recreational Facilities
Leuty Beach,Police stations and associated offices and facilities,0 Leuty Ave,Toronto,M4E 2R2,1000,Square feet,168,0,9492.5237,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,418,9.5,,LBLS,Police Stations
Liberty Village Park,Other,70 EAST LIBERTY,Toronto,M6K 0A2,0,Square feet,100,0,13373.47414,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,588,,,70EASTLIBERTY,Outdoor Recreational Facilities
Lillian H Smith,Public libraries,239 College St.,Toronto,M5T 1R4,38933,Square feet,70,0,1067331.291,kWh,182261.4444,Cubic meter,,,,,,,,,,,,,,,,,,,"391,437",76.8,,LS,Public Libraries
Lillian Park,Other,228 Otonabee Ave,Toronto,M2M 2S9,0,Square feet,100,0,3223.8232,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,142,,,LLP,Outdoor Recreational Facilities
Lisgar Park,Other,90 LISGAR ST,Toronto,M6J 3G4,0,Square feet,100,0,9200.195474,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,405,,,LISPK,Outdoor Recreational Facilities
Lithuania Park,Other,155 Oakmount Rd,Toronto,M1P 4N7,1582,Square feet,100,0,7301.314396,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,321,4.6,,LITP,Outdoor Recreational Facilities
Little Norway Park,Other,659 Queens Quay W,Toronto,M5V 3G3,2540,Square feet,100,0,95969.23821,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"4,223",37.8,,LNWP,Outdoor Recreational Facilities
Littles Park,Other,11743 Sheppard Ave. E.,Toronto,M1B 5M3,0,Square feet,100,0,216.026494,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,10,,,11743S,Outdoor Recreational Facilities
Livingston Rd Sewage Pumping Station,Facilities related to the pumping of sewage,42 Livingston Rd,Toronto,M1E 1K7,0,Square feet,168,294.4867869,137101.1776,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"6,032",,465.6,LIVING,Sewage Pumping Facilities
Locke,Public libraries,3083 Yonge St.,Toronto,M4N 2K7,11647,Square feet,70,0,183028.9812,kWh,59407.44727,Cubic meter,,,,,,,,,,,,,,,,,,,"120,333",69.6,,LO,Public Libraries
Logan Ave Parkette,Other,922 Logan Ave,Toronto,M4K 3E4,0,Square feet,100,0,0,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,40,,,LOGANPK,Outdoor Recreational Facilities
Long Branch,Public libraries,3500 Lakeshore Blvd W,Toronto,M8W 1N6,6415,Square feet,70,0,71679.62471,kWh,8238.954902,Cubic meter,,,,,,,,,,,,,,,,,,,"18,726",24.7,,LB,Public Libraries
Long Branch Arena,Indoor sports arenas,75 Arcadian Crcl,Toronto,M8W 2Z5,25629,Square feet,100,0,372200.2391,kWh,39002.14524,Cubic meter,,,,,,,,,,,,,,,,,,,"90,091",30.6,,LONGA,Indoor Sports Arena
Long Branch Park,Other,205 Lake Promenade,Toronto,M8W 1A6,0,Square feet,100,0,284.494016,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,13,,,205LAK,Outdoor Recreational Facilities
Long Branch Sewage Pumping Station,Facilities related to the pumping of sewage,426 Lake Promenade,Toronto,M8W 3P2,3068,Square feet,168,1998.324397,257819.7608,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"11,344",84.0,129.0,LBPS,Sewage Pumping Facilities
Lora Hill Park,Other,27 Fernalroy Blvd,Toronto,M8Z 3W1,0,Square feet,100,0,2263.863978,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,100,,,27FERN,Outdoor Recreational Facilities
Lower Simcoe Pumping Station,Facilities related to the pumping of sewage,5 Lower Simcoe,Toronto,M5V 3L9,0,Square feet,168,1073.189754,71779.19213,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"3,158",,66.9,0LOWER,Sewage Pumping Facilities
Lytton Park,Other,225 Lytton Bv Pole 48,Toronto,M4R 1L4,4306,Square feet,100,0,18616.39052,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,819,4.3,,LYTP,Outdoor Recreational Facilities
Lytton Park Bowling Club,Other,200 Lytton Blvd,Toronto,M4R 1L4,3229,Square feet,100,0,2470.257045,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,109,0.8,,LPLB,Outdoor Recreational Facilities
MacGregor Park,Other,346 Lansdowne Ave,Toronto,M6H 3Y2,0,Square feet,100,0,51357.25273,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,260",,,MGP,Outdoor Recreational Facilities
Mackenzie House Museum,Cultural facilities,82 Bond St,Toronto,M5B 1X2,2573,Square feet,100,0,41260.47981,kWh,7285.008691,Cubic meter,,,,,,,,,,,,,,,,,,,"15,584",45.9,,MKHM,Cultural Facilities
Main Square Comm Ctr,Community centres,245 Main St,Toronto,M4C 5T3,35123,Square feet,100,0,608201.9463,kWh,108891.2906,Cubic meter,,,,,,,,,,,,,,,,,,,"232,565",50.0,,245MAI,Community Centres
Main Street,Public libraries,137 Main St.,Toronto,M4E 1Z5,8665,Square feet,70,0,84521.84075,kWh,7441.562499,Cubic meter,,,,,,,,,,,,,,,,,,,"17,784",18.8,,MA,Public Libraries
Main Treatment Plant,Facilities related to the treatment of sewage,1091 Eastern Ave,Toronto,M4L 1A8,378438,Square feet,168,201229,134991190,kWh,5758495.334,Cubic meter,,,,,,,,,,,,,,,,,,,"16,823,169",517.3,972.9,MTP,Sewage Treatment Facilities
Mainland Ferry Terminal,Other,9 Queens Quay W.,Toronto,M5J 2H3,6135,Square feet,100,0,694128.6909,kWh,6665.598845,Cubic meter,,,,,,,,,,,,,,,,,,,"43,140",124.6,,MFT,Outdoor Recreational Facilities
Maintenance Yard #3,"Storage facilities where equipment or vehicles are maintained, repaired or stored",195 Berdmondsy Rd,Toronto,M4A 1X9,4618,Square feet,70,0,475045.1779,kWh,11033.60606,Cubic meter,,,,,,,,,,,,,,,,,,,"41,756",128.1,,MY3,Storage Facilities
Maintenance Yard #6,"Storage facilities where equipment or vehicles are maintained, repaired or stored",7 Leslie St,Toronto,M4M 3M9,6135,Square feet,70,0,138413.3309,kWh,18298.13814,Cubic meter,,,,,,,,,,,,,,,,,,,"40,674",54.0,,MY6,Storage Facilities
Malta Park,Other,3187 Dundas St W,Toronto,M6P 2A2,0,Square feet,100,0,456.956776,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,20,,,MALP,Outdoor Recreational Facilities
Malvern Childcare Centre,Other,1321 Neilson Rd,Toronto,M1B 3C2,6501,Square feet,100,0,144297.0326,kWh,6081.08,Cubic meter,,,,,,,,,,,,,,,,,,,"17,842",32.1,,MCC,Child Care Facilities
Malvern R.C,Indoor recreational facilities,30 Sewells Rd,Toronto,M1B 3G5,106466,Square feet,100,0,2597312.998,kWh,191074.3923,Cubic meter,,,,,,,,,,,,,,,,,,,"475,412",43.3,,MALVC,Indoor Recreational Facilities
Manchester Park,Other,75 Manchester St,Toronto,M8V 3V7,0,Square feet,100,0,9780.600706,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,430,,,117BUR,Outdoor Recreational Facilities
Maple Leaf A.I.R,Other,320 Culford Rd,Toronto,M6L 2V7,2303,Square feet,100,0,103339.5778,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"4,547",44.9,,MAPLR,Outdoor Recreational Facilities
Maple Leaf Cottage,Cultural facilities,62 Laing St Rr,Toronto,M4L 2N2,2842,Square feet,100,0,9836.236436,kWh,2490.529412,Cubic meter,,,,,,,,,,,,,,,,,,,"5,140",12.7,,MPLC,Cultural Facilities
Maple Leaf Quay Park,Other,375 Queens Quay W,Toronto,M5V 1A2,0,Square feet,100,0,87623.37057,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"3,855",,,MLQP,Outdoor Recreational Facilities
